1.0; 2014.0; 1.0; 251.0; 0.0; 5.0; 2.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 3.0
26.0; 2016.0; 12.0; 4020.0; 65.0; 179.0; 116.0; 91101.0; 82.0; 74.0; 44.0; 241.0; 51.0; 1012.0
